"year","found.weapon","found.gun","arrested","suspect.race","suspect.age","suspect.build","suspect.sex","suspect.height","suspect.weight","stopped.bc.desc","stopped.bc.violent","stopped.bc.other","stopped.bc.object","stopped.bc.casing","stopped.bc.lookout","stopped.bc.drugs","stopped.bc.clothing","stopped.bc.furtive","stopped.bc.bulge","precinct","inside.outside","location.housing","observation.period","officer.uniform","additional.report","additional.investigation","additional.proximity","additional.evasive","additional.associating","additional.direction","additional.highcrime","additional.time","additional.sights","additional.other","radio.run","day","month","time.period"
2011,FALSE,FALSE,FALSE,"hispanic",17,"thin","male",5.41666666666667,130,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,33,FALSE,"neither",5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Saturday","April",4
2012,FALSE,FALSE,FALSE,"black",20,"thin","male",5.75,155,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,67,FALSE,"neither",1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Monday","April",5
2012,FALSE,FALSE,FALSE,"black",33,"medium","male",6.16666666666667,180,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,7,FALSE,"housing",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Thursday","January",6
2011,FALSE,FALSE,FALSE,"black",32,"medium","male",5.83333333333333,150,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,88,FALSE,"neither",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Saturday","August",4
2012,FALSE,FALSE,FALSE,"white",23,"medium","male",5.66666666666667,165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,120,FALSE,"neither",2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Saturday","March",4
2012,FALSE,FALSE,FALSE,"hispanic",23,"thin","male",5.83333333333333,165,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,TRUE,"transit",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Friday","March",3
2011,FALSE,FALSE,FALSE,"black",21,"thin","male",5.83333333333333,170,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,32,FALSE,"neither",10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Friday","May",6
2012,FALSE,FALSE,FALSE,"black",28,"thin","male",5.75,170,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,FALSE,"neither",1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Wednesday","August",1
2012,FALSE,FALSE,FALSE,"white",20,"medium","male",5.83333333333333,140,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,FALSE,"neither",1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Wednesday","January",1
2012,FALSE,FALSE,FALSE,"hispanic",16,"medium","male",5.41666666666667,140,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,40,TRUE,"neither",2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Friday","October",5
2011,FALSE,FALSE,FALSE,"black",24,"medium","male",6.08333333333333,210,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,114,FALSE,"neither",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Saturday","November",5
2011,FALSE,FALSE,FALSE,"black",27,"medium","male",6.08333333333333,180,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67,FALSE,"neither",1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Friday","December",6
2011,FALSE,FALSE,FALSE,"black",17,"thin","male",5.83333333333333,175,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7,FALSE,"housing",1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Friday","September",1
2011,FALSE,FALSE,FALSE,"black",33,"medium","male",6.16666666666667,200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,75,FALSE,"neither",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Wednesday","July",6
2012,FALSE,FALSE,FALSE,"black",30,"thin","male",5.75,190,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,46,FALSE,"neither",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Saturday","February",5
2012,FALSE,FALSE,FALSE,"hispanic",33,"medium","male",5.66666666666667,185,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,44,FALSE,"neither",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Tuesday","March",5
2011,FALSE,FALSE,FALSE,"black",18,"medium","male",6,190,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,46,FALSE,"neither",1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Thursday","February",6
2011,FALSE,FALSE,FALSE,"black",37,"medium","male",6,185,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,48,FALSE,"neither",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Thursday","September",6
2011,FALSE,FALSE,FALSE,"black",27,"thin","female",6,130,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,79,FALSE,"housing",2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Friday","September",6
2011,FALSE,FALSE,FALSE,"black",23,"heavy","male",6.16666666666667,230,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,44,FALSE,"housing",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Wednesday","November",6
2011,FALSE,FALSE,FALSE,"black",18,"thin","male",5.75,140,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,81,FALSE,"housing",4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Friday","June",5
2011,FALSE,FALSE,FALSE,"hispanic",15,"thin","male",5.83333333333333,150,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,52,FALSE,"neither",1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Sunday","November",1
2012,FALSE,FALSE,FALSE,"black",17,"medium","male",5.83333333333333,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,47,FALSE,"neither",5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Thursday","September",4
2012,FALSE,FALSE,FALSE,"black",21,"medium","female",5.66666666666667,200,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,FALSE,"neither",5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Wednesday","February",4
2011,FALSE,FALSE,FALSE,"hispanic",21,"medium","male",5.66666666666667,160,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,30,FALSE,"neither",2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Thursday","November",1
2011,FALSE,FALSE,FALSE,"hispanic",24,"heavy","male",5.66666666666667,200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,46,FALSE,"neither",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Wednesday","November",6
2011,FALSE,FALSE,FALSE,"hispanic",34,"medium","male",5.83333333333333,180,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,109,FALSE,"neither",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Friday","August",5
2011,FALSE,FALSE,FALSE,"black",16,"medium","female",5.33333333333333,180,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,120,TRUE,"neither",1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Friday","August",3
2011,FALSE,FALSE,FALSE,"black",20,"thin","male",5.58333333333333,180,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,47,FALSE,"neither",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Thursday","September",5
2011,FALSE,FALSE,FALSE,"black",17,"medium","male",6,165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,73,TRUE,"transit",5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Monday","September",1
2011,FALSE,FALSE,FALSE,"black",13,"medium","male",5.58333333333333,165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,23,FALSE,"housing",2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Saturday","February",4
2012,FALSE,FALSE,FALSE,"black",26,"medium","male",6,200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,77,FALSE,"housing",5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Tuesday","January",5
2011,FALSE,FALSE,FALSE,"black",26,"medium","female",5.33333333333333,125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,46,FALSE,"neither",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sunday","January",5
2012,FALSE,FALSE,FALSE,"black",18,"medium","male",5.41666666666667,160,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,79,FALSE,"neither",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Tuesday","January",6
2011,FALSE,FALSE,FALSE,"black",20,"thin","female",5.5,140,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,75,FALSE,"housing",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Tuesday","September",1
2011,FALSE,FALSE,FALSE,"hispanic",52,"medium","female",5.25,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,20,FALSE,"neither",3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Wednesday","May",5
2011,FALSE,FALSE,FALSE,"hispanic",44,"medium","male",5.83333333333333,180,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,48,TRUE,"neither",1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Monday","March",4
2011,FALSE,FALSE,FALSE,"hispanic",23,"medium","male",5.66666666666667,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34,FALSE,"neither",10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Friday","January",5
2012,FALSE,FALSE,FALSE,"black",26,"medium","male",5.5,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,113,FALSE,"neither",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Friday","August",5
2012,FALSE,FALSE,FALSE,"black",24,"heavy","male",6,215,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,113,FALSE,"neither",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Wednesday","March",4
2011,FALSE,FALSE,FALSE,"black",24,"thin","male",6.08333333333333,175,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,94,TRUE,"neither",10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Thursday","July",6
2011,FALSE,FALSE,FALSE,"black",26,"medium","male",5.91666666666667,170,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,42,TRUE,"housing",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Thursday","July",2
2012,FALSE,FALSE,FALSE,"white",20,"medium","male",5.66666666666667,185,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,106,FALSE,"neither",3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Wednesday","March",6
2012,FALSE,FALSE,FALSE,"hispanic",24,"medium","male",5.66666666666667,195,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,TRUE,"transit",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Tuesday","January",5
2011,FALSE,FALSE,FALSE,"hispanic",28,"thin","male",5.5,160,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,43,TRUE,"neither",2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sunday","July",6
2012,FALSE,FALSE,FALSE,"black",36,"thin","male",5.58333333333333,160,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,73,FALSE,"neither",1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Tuesday","October",6
2011,FALSE,FALSE,FALSE,"hispanic",23,"medium","male",5.41666666666667,125,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,34,FALSE,"neither",1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tuesday","November",4
2011,FALSE,FALSE,FALSE,"hispanic",20,"thin","male",5.5,140,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,TRUE,"neither",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Wednesday","May",6
2011,FALSE,FALSE,FALSE,"asian",45,"medium","male",5.5,170,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,109,FALSE,"neither",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Sunday","July",1
2011,FALSE,FALSE,TRUE,"black",18,"medium","male",5.58333333333333,200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,46,TRUE,"neither",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Thursday","February",5
2012,FALSE,FALSE,FALSE,"black",22,"medium","male",6,160,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,23,FALSE,"housing",2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Wednesday","April",6
2012,FALSE,FALSE,FALSE,"black",14,"thin","male",5.41666666666667,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,120,FALSE,"neither",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Tuesday","January",5
2011,FALSE,FALSE,FALSE,"hispanic",16,"medium","male",5.33333333333333,110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,49,FALSE,"neither",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Tuesday","September",4
2011,FALSE,FALSE,FALSE,"black",26,"medium","male",5,160,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,75,FALSE,"neither",1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Sunday","February",1
2012,FALSE,FALSE,FALSE,"black",16,"thin","male",5.75,140,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,77,FALSE,"neither",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Sunday","March",6
2011,FALSE,FALSE,FALSE,"black",19,"thin","male",5.83333333333333,195,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,49,FALSE,"neither",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Friday","January",1
2012,FALSE,FALSE,FALSE,"black",29,"thin","male",5.75,160,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,88,FALSE,"housing",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Tuesday","March",4
2012,FALSE,FALSE,FALSE,"hispanic",28,"medium","male",5.75,170,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,13,TRUE,"neither",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Friday","September",1
2012,FALSE,FALSE,FALSE,"black",22,"thin","male",5.83333333333333,180,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,46,TRUE,"neither",2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Thursday","December",5
2011,FALSE,FALSE,FALSE,"black",53,"medium","male",5.58333333333333,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,44,FALSE,"neither",3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Friday","January",4
2011,FALSE,FALSE,FALSE,"hispanic",17,"thin","male",5.83333333333333,160,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,44,FALSE,"neither",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Friday","June",1
2011,FALSE,FALSE,FALSE,"hispanic",17,"heavy","male",5.75,200,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,60,FALSE,"neither",2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Wednesday","August",4
2011,FALSE,FALSE,FALSE,"hispanic",17,"medium","male",5.5,185,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,47,TRUE,"housing",2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Saturday","January",6
2012,FALSE,FALSE,FALSE,"black",23,"thin","male",5.58333333333333,140,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,40,FALSE,"housing",1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Monday","September",1
2011,FALSE,FALSE,FALSE,"black",27,"medium","male",5.58333333333333,140,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,71,FALSE,"neither",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Wednesday","October",6
2011,FALSE,FALSE,FALSE,"black",15,"thin","male",5.75,160,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,32,FALSE,"neither",2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Saturday","March",6
2011,FALSE,FALSE,FALSE,"hispanic",20,"heavy","male",5.5,170,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,83,FALSE,"neither",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Friday","May",1
2012,FALSE,FALSE,FALSE,"black",16,"medium","male",6.08333333333333,170,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40,TRUE,"housing",0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Tuesday","August",1
2011,FALSE,FALSE,FALSE,"black",21,"thin","male",5.66666666666667,160,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,122,FALSE,"housing",1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Wednesday","November",6
2012,FALSE,FALSE,FALSE,"hispanic",19,"medium","male",6,175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,48,FALSE,"neither",1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Sunday","January",1
2012,FALSE,FALSE,FALSE,"hispanic",17,"thin","male",5.66666666666667,130,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,FALSE,"neither",1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Friday","August",1
2012,FALSE,FALSE,FALSE,"hispanic",54,"thin","male",5.75,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,40,FALSE,"housing",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Sunday","August",5
2012,FALSE,FALSE,FALSE,"hispanic",28,"medium","male",6.91666666666667,210,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,83,FALSE,"neither",1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Sunday","February",6
2011,FALSE,FALSE,FALSE,"black",26,"heavy","male",5.5,140,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,103,FALSE,"neither",1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Tuesday","October",4
2012,FALSE,FALSE,FALSE,"hispanic",17,"medium","female",5.41666666666667,160,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,TRUE,"housing",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Saturday","May",1
2012,FALSE,FALSE,FALSE,"hispanic",41,"medium","male",5.66666666666667,150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,40,FALSE,"neither",2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Saturday","September",6
2011,FALSE,FALSE,FALSE,"black",17,"thin","male",5.58333333333333,135,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,FALSE,"neither",3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Monday","May",1
2011,FALSE,FALSE,FALSE,"black",27,"medium","male",5.75,170,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,101,FALSE,"neither",2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Saturday","July",1
2011,FALSE,FALSE,FALSE,"other",17,"medium","male",6,161,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,43,FALSE,"neither",1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Saturday","January",6
2011,FALSE,FALSE,FALSE,"hispanic",20,"medium","male",5.66666666666667,140,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,46,FALSE,"neither",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Saturday","October",5
